CNPJ_FUNDO;CAPTC_DIA;RESG_DIA
39.506.138/0001-00;0.00;0.00
39.506.138/0001-00;0.00;0.00
39.506.634/0001-56;0.00;0.00
39.506.634/0001-56;0.00;0.00
39.506.634/0001-56;100000.00;1165000.00
39.506.634/0001-56;0.00;0.00
39.506.634/0001-56;20000.00;0.00
39.506.634/0001-56;0.00;0.00
39.506.707/0001-00;0.00;0.00
39.506.707/0001-00;0.00;0.00
39.506.707/0001-00;100000.00;0.00
39.506.707/0001-00;0.00;0.00
39.506.707/0001-00;20000.00;0.00
39.506.707/0001-00;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.654/0001-80;0.00;0.00
39.509.766/0001-31;0.00;0.00
39.509.766/0001-31;0.00;0.00
39.509.766/0001-31;6863.11;0.00
39.509.766/0001-31;0.00;0.00
39.509.766/0001-31;0.00;0.00
39.509.766/0001-31;0.00;0.00
39.509.911/0001-84;0.00;0.00
39.509.911/0001-84;0.00;0.00
39.509.911/0001-84;0.00;0.00
39.509.911/0001-84;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.509.994/0001-01;0.00;0.00
39.511.032/0001-97;0.00;0.00
39.511.032/0001-97;0.00;0.00
39.511.032/0001-97;5000.00;0.00
39.511.032/0001-97;0.00;0.00
39.511.032/0001-97;0.00;0.00
39.511.032/0001-97;1500.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.382/0001-53;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.511.976/0001-64;0.00;0.00
39.512.176/0001-68;0.00;0.00
39.512.176/0001-68;0.00;0.00
39.512.176/0001-68;0.00;0.00
39.512.176/0001-68;0.00;0.00
39.512.176/0001-68;0.00;0.00
39.518.356/0001-57;0.00;0.00
39.518.356/0001-57;936.17;42580.71
39.518.356/0001-57;44453.68;33932.04
39.518.356/0001-57;1106.37;18032.78
39.518.356/0001-57;28107.27;79210.20
39.518.356/0001-57;5005.47;91988.07
39.518.559/0001-43;0.00;0.00
39.518.559/0001-43;0.00;0.00
39.518.559/0001-43;0.00;48290.41
39.518.559/0001-43;0.00;0.00
39.518.559/0001-43;0.00;0.00
39.518.559/0001-43;0.00;0.00
39.518.636/0001-65;0.00;0.00
39.518.636/0001-65;10000.00;0.00
39.518.636/0001-65;25000.00;0.00
39.518.636/0001-65;50000.00;10053.47
39.518.636/0001-65;196000.00;0.00
39.518.636/0001-65;0.00;0.00
39.518.846/0001-53;0.00;0.00
39.518.846/0001-53;0.00;0.00
39.518.846/0001-53;0.00;0.00
39.518.846/0001-53;0.00;0.00
39.518.846/0001-53;0.00;0.00
39.521.169/0001-22;0.00;0.00
39.521.169/0001-22;0.00;0.00
39.521.169/0001-22;0.00;0.00
39.521.169/0001-22;0.00;0.00
39.521.169/0001-22;0.00;0.00
39.528.038/0001-77;37209.73;280720.26
39.528.038/0001-77;30150.02;95268.50
39.528.038/0001-77;0.00;234954.20
39.528.038/0001-77;106500.00;0.00
39.528.038/0001-77;328100.00;107375.81
39.540.405/0001-58;0.00;0.00
39.540.405/0001-58;0.00;0.00
39.540.405/0001-58;0.00;0.00
39.540.405/0001-58;0.00;345643.00
39.540.405/0001-58;0.00;0.00
39.540.405/0001-58;0.00;0.00
39.540.780/0001-06;0.00;273231.65
39.540.780/0001-06;0.00;0.00
39.540.780/0001-06;0.00;0.00
39.540.780/0001-06;0.00;48887.60
39.540.780/0001-06;0.00;227538.51
39.540.780/0001-06;0.00;399120.01
39.545.580/0001-38;240000.00;0.00
39.545.580/0001-38;0.00;0.00
39.545.580/0001-38;0.00;0.00
39.545.580/0001-38;0.00;0.00
39.545.580/0001-38;0.00;0.00
39.545.580/0001-38;0.00;0.00
39.545.795/0001-59;3435988.55;2506374.15
39.545.795/0001-59;1191740.07;0.00
39.545.795/0001-59;5148833.40;396077.06
39.545.795/0001-59;1625775.53;2530193.74
39.545.795/0001-59;166441.25;689307.60
39.545.795/0001-59;17387.58;0.00
39.556.443/0001-07;99000.00;157000.00
39.556.443/0001-07;100000.00;150000.00
39.556.443/0001-07;182000.00;220000.00
39.556.443/0001-07;37000.00;57000.00
39.556.443/0001-07;79000.00;71000.00
39.556.443/0001-07;83000.00;56000.00
39.556.565/0001-95;0.00;0.00
39.556.565/0001-95;0.00;0.00
39.556.565/0001-95;0.00;0.00
39.556.565/0001-95;0.00;0.00
39.556.565/0001-95;0.00;0.00
39.556.565/0001-95;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.556.681/0001-04;0.00;0.00
39.560.296/0001-30;0.00;145634.47
39.560.296/0001-30;0.00;0.00
39.560.296/0001-30;0.00;45296.14
39.560.296/0001-30;0.00;1409.71
39.560.296/0001-30;0.00;0.00
39.560.296/0001-30;0.00;0.00
39.560.553/0001-34;0.00;0.00
39.560.553/0001-34;0.00;0.00
39.560.553/0001-34;0.00;49003.49
39.560.553/0001-34;0.00;0.00
39.560.553/0001-34;0.00;0.00
39.560.553/0001-34;0.00;0.00
39.560.658/0001-93;0.00;113182.88
39.560.658/0001-93;0.00;30969.57
39.560.658/0001-93;0.00;5689.69
39.560.658/0001-93;0.00;157925.22
39.560.658/0001-93;0.00;7094.80
39.560.658/0001-93;0.00;1731.56
39.560.993/0001-91;0.00;66000.00
39.560.993/0001-91;0.00;76000.00
39.560.993/0001-91;0.00;76000.00
39.560.993/0001-91;0.00;76000.00
39.560.993/0001-91;0.00;128800.00
39.560.993/0001-91;0.00;132100.00
39.562.488/0001-86;0.00;66000.00
39.562.488/0001-86;0.00;76000.00
39.562.488/0001-86;0.00;76000.00
39.562.488/0001-86;0.00;76000.00
39.562.488/0001-86;0.00;128800.00
39.562.488/0001-86;0.00;132100.00
39.562.577/0001-22;0.00;0.00
39.562.577/0001-22;0.00;0.00
39.562.577/0001-22;0.00;0.00
39.562.577/0001-22;0.00;324245.65
39.562.577/0001-22;0.00;0.00
39.562.577/0001-22;0.00;2076469.27
39.562.702/0001-02;0.00;0.00
39.562.702/0001-02;0.00;0.00
39.562.702/0001-02;0.00;0.00
39.562.702/0001-02;0.00;0.00
39.562.702/0001-02;0.00;0.00
39.562.702/0001-02;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.551/0001-52;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.584/0001-00;0.00;0.00
39.566.623/0001-61;0.00;0.00
39.566.623/0001-61;0.00;0.00
39.566.623/0001-61;0.00;0.00
39.566.623/0001-61;0.00;324245.65
39.566.623/0001-61;0.00;0.00
39.566.623/0001-61;0.00;2076469.27
39.566.676/0001-82;942036.89;316111.32
39.566.676/0001-82;664943.57;878369.27
39.566.676/0001-82;2310811.40;1277966.59
39.566.676/0001-82;1571962.47;931378.13
39.566.676/0001-82;1112013.27;885742.99
39.566.676/0001-82;791122.12;1757706.02
39.566.711/0001-63;50946.72;2450.44
39.566.711/0001-63;50000.00;1296091.08
39.566.711/0001-63;12901.43;26430.45
39.566.711/0001-63;0.00;244658.73
39.566.711/0001-63;22210.19;1888.92
39.566.711/0001-63;36437.98;2663.48
39.566.756/0001-38;0.00;0.00
39.566.756/0001-38;0.00;501627.59
39.566.756/0001-38;1317162.50;728440.96
39.566.756/0001-38;1629236.45;609368.18
39.566.756/0001-38;633847.56;504873.50
39.566.756/0001-38;793069.97;1001892.43
39.566.824/0001-69;1028.77;2450.38
39.566.824/0001-69;50000.00;1296050.35
39.566.824/0001-69;11220.00;26429.62
39.566.824/0001-69;0.00;144518.80
39.566.824/0001-69;22210.19;0.00
39.566.824/0001-69;36437.98;2663.02
39.568.933/0001-15;0.00;774575.64
39.568.933/0001-15;0.00;0.00
39.568.933/0001-15;0.00;0.00
39.568.933/0001-15;0.00;0.00
39.568.933/0001-15;1191021.53;0.00
39.568.954/0001-30;0.00;0.00
39.568.954/0001-30;0.00;0.00
39.568.954/0001-30;0.00;0.00
39.568.954/0001-30;0.00;0.00
39.568.954/0001-30;0.00;0.00
39.568.965/0001-10;0.00;0.00
39.568.965/0001-10;0.00;0.00
39.568.965/0001-10;0.00;0.00
39.568.965/0001-10;0.00;0.00
39.568.965/0001-10;0.00;0.00
39.568.982/0001-58;0.00;0.00
39.568.982/0001-58;0.00;0.00
39.568.982/0001-58;0.00;0.00
39.568.982/0001-58;0.00;0.00
39.568.982/0001-58;0.00;0.00
39.568.995/0001-27;0.00;0.00
39.568.995/0001-27;0.00;0.00
39.568.995/0001-27;0.00;0.00
39.568.995/0001-27;0.00;0.00
39.568.995/0001-27;0.00;0.00
39.569.018/0001-44;0.00;0.00
39.569.018/0001-44;0.00;0.00
39.569.018/0001-44;0.00;0.00
39.569.018/0001-44;0.00;0.00
39.569.018/0001-44;0.00;0.00
39.572.895/0001-74;0.00;0.00
39.572.895/0001-74;0.00;0.00
39.572.895/0001-74;5179.95;0.00
39.572.895/0001-74;0.00;0.00
39.572.895/0001-74;0.00;0.00
39.572.994/0001-56;386.03;54508.16
39.572.994/0001-56;6560.24;16295.92
39.572.994/0001-56;211.11;0.00
39.572.994/0001-56;100.00;0.00
39.572.994/0001-56;110.06;32476.05
39.573.069/0001-40;0.00;0.00
39.573.069/0001-40;0.00;0.00
39.573.069/0001-40;0.00;0.00
39.573.069/0001-40;0.00;0.00
39.573.069/0001-40;0.00;0.00
39.573.112/0001-77;0.00;0.00
39.573.112/0001-77;0.00;0.00
39.573.112/0001-77;0.00;0.00
39.573.112/0001-77;0.00;0.00
39.573.112/0001-77;0.00;0.00
39.573.262/0001-80;0.00;0.00
39.573.262/0001-80;0.00;0.00
39.573.262/0001-80;0.00;0.00
39.573.262/0001-80;0.00;0.00
39.573.262/0001-80;0.00;0.00
39.573.327/0001-98;0.00;0.00
39.573.327/0001-98;0.00;0.00
39.573.327/0001-98;0.00;0.00
39.573.327/0001-98;0.00;0.00
39.573.327/0001-98;0.00;0.00
39.573.427/0001-14;0.00;0.00
39.573.427/0001-14;0.00;0.00
39.573.427/0001-14;0.00;0.00
39.573.427/0001-14;0.00;0.00
39.573.427/0001-14;0.00;0.00
39.573.508/0001-14;0.00;0.00
39.573.508/0001-14;3132.73;0.00
39.573.508/0001-14;0.00;0.00
39.573.508/0001-14;0.00;0.00
39.573.508/0001-14;0.00;0.00
39.573.599/0001-98;0.00;0.00
39.573.599/0001-98;0.00;0.00
39.573.599/0001-98;0.00;0.00
39.573.599/0001-98;0.00;0.00
39.573.599/0001-98;0.00;0.00
39.573.710/0001-46;0.00;0.00
39.573.710/0001-46;0.00;0.00
39.573.710/0001-46;0.00;0.00
39.573.710/0001-46;0.00;0.00
39.573.710/0001-46;0.00;0.00
39.573.804/0001-15;0.00;0.00
39.573.804/0001-15;0.00;0.00
39.573.804/0001-15;0.00;0.00
39.573.804/0001-15;0.00;0.00
39.573.804/0001-15;0.00;0.00
39.573.883/0001-64;0.00;1358055.59
39.573.883/0001-64;0.00;0.00
39.573.883/0001-64;20000.00;314871.72
39.573.883/0001-64;0.00;404920.80
39.573.883/0001-64;0.00;257300.93
39.580.984/0001-62;0.00;0.00
39.580.984/0001-62;0.00;0.00
39.580.984/0001-62;0.00;0.00
39.580.984/0001-62;0.00;0.00
39.580.984/0001-62;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.700/0001-45;0.00;0.00
39.586.715/0001-03;0.00;0.00
39.586.715/0001-03;6445.07;0.00
39.586.715/0001-03;0.00;0.00
39.586.715/0001-03;0.00;0.00
39.586.715/0001-03;0.00;0.00
39.586.715/0001-03;0.00;0.00
39.586.736/0001-29;0.00;1480000.00
39.586.736/0001-29;0.00;0.00
39.586.736/0001-29;0.00;0.00
39.586.736/0001-29;0.00;0.00
39.586.736/0001-29;0.00;0.00
39.586.736/0001-29;0.00;0.00
39.586.768/0001-24;0.00;0.00
39.586.768/0001-24;0.00;5001297.29
39.586.768/0001-24;0.00;0.00
39.586.768/0001-24;0.00;555615.02
39.586.768/0001-24;0.00;0.00
39.586.768/0001-24;117000.00;0.00
39.586.784/0001-17;0.00;0.00
39.586.784/0001-17;0.00;0.00
39.586.784/0001-17;0.00;0.00
39.586.784/0001-17;0.00;0.00
39.586.784/0001-17;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.800/0001-71;0.00;0.00
39.586.815/0001-30;465.55;0.00
39.586.815/0001-30;0.00;0.00
39.586.815/0001-30;0.00;0.00
39.586.815/0001-30;0.00;0.00
39.586.815/0001-30;0.00;0.00
39.586.815/0001-30;0.00;0.00
39.586.835/0001-00;19047.13;3097.26
39.586.835/0001-00;27500.00;0.00
39.586.835/0001-00;1700.00;7218.29
39.586.835/0001-00;0.00;14236.12
39.586.835/0001-00;20470.52;2887.86
39.586.835/0001-00;38260.79;0.00
39.586.848/0001-80;0.00;0.00
39.586.848/0001-80;0.00;0.00
39.586.848/0001-80;0.00;0.00
39.586.848/0001-80;0.00;0.00
39.586.848/0001-80;0.00;0.00
39.586.848/0001-80;0.00;0.00
39.586.858/0001-15;335268.76;4724452.18
39.586.858/0001-15;775452.57;3603306.33
39.586.858/0001-15;273207.21;3538897.45
39.586.858/0001-15;255437.37;5312374.78
39.586.858/0001-15;433215.74;3888347.05
39.586.858/0001-15;1357126.25;4153735.49
39.586.889/0001-76;0.00;0.00
39.586.889/0001-76;0.00;0.00
39.586.889/0001-76;700000.00;0.00
39.586.889/0001-76;0.00;0.00
39.586.889/0001-76;0.00;0.00
39.586.889/0001-76;0.00;0.00
39.593.288/0001-90;0.00;0.00
39.593.288/0001-90;14577016.32;0.00
39.593.288/0001-90;19429162.51;0.00
39.593.288/0001-90;0.00;0.00
39.593.288/0001-90;42512431.46;0.00
39.594.772/0001-34;0.00;0.00
39.594.772/0001-34;41398036.03;0.00
39.594.772/0001-34;20344213.27;0.00
39.594.772/0001-34;0.00;0.00
39.594.772/0001-34;47347099.36;0.00
39.594.941/0001-36;726.15;1406277.68
39.594.941/0001-36;0.00;367914.78
39.594.941/0001-36;0.00;375954.51
39.594.941/0001-36;157452.00;151315.78
39.594.941/0001-36;324000.10;871804.69
39.598.122/0001-67;0.00;0.00
39.598.122/0001-67;0.00;0.00
39.598.122/0001-67;0.00;0.00
39.598.122/0001-67;0.00;0.00
39.598.122/0001-67;0.00;0.00
39.598.187/0001-02;0.00;0.00
39.598.187/0001-02;0.00;0.00
39.598.187/0001-02;0.00;0.00
39.598.187/0001-02;0.00;0.00
39.598.187/0001-02;0.00;0.00
39.598.239/0001-40;0.00;0.00
39.598.239/0001-40;0.00;0.00
39.598.239/0001-40;0.00;0.00
39.598.239/0001-40;6262.64;0.00
39.598.239/0001-40;0.00;0.00
39.599.579/0001-96;0.00;0.00
39.599.579/0001-96;0.00;0.00
39.599.579/0001-96;11923.12;0.00
39.599.579/0001-96;0.00;0.00
39.599.579/0001-96;0.00;0.00
39.599.654/0001-19;0.00;0.00
39.599.654/0001-19;0.00;0.00
39.599.654/0001-19;0.00;0.00
39.599.654/0001-19;0.00;0.00
39.599.654/0001-19;0.00;0.00
39.600.768/0001-31;0.00;0.00
39.600.768/0001-31;0.00;0.00
39.600.768/0001-31;0.00;0.00
39.600.768/0001-31;0.00;0.00
39.600.768/0001-31;0.00;0.00
39.602.730/0001-06;29551.50;0.00
39.602.730/0001-06;6785.90;0.00
39.602.730/0001-06;3482.50;0.00
39.602.730/0001-06;318865.82;0.00
39.602.730/0001-06;21890.00;169549.52
39.602.765/0001-37;0.00;0.00
39.602.765/0001-37;0.00;0.00
39.602.765/0001-37;3980.00;36315.74
39.602.765/0001-37;0.00;0.00
39.602.765/0001-37;0.00;0.00
39.602.824/0001-77;0.00;0.00
39.602.824/0001-77;0.00;0.00
39.602.824/0001-77;4000.00;36134.40
39.602.824/0001-77;0.00;0.00
39.602.824/0001-77;0.00;0.00
39.602.857/0001-17;0.00;0.00
39.602.857/0001-17;0.00;14675.76
39.602.857/0001-17;308450.00;0.00
39.602.857/0001-17;15920.00;0.00
39.602.857/0001-17;1990.00;0.00
39.602.877/0001-98;0.00;0.00
39.602.877/0001-98;0.00;14602.75
39.602.877/0001-98;310000.00;0.00
39.602.877/0001-98;16000.00;0.00
39.602.877/0001-98;2000.00;0.00
39.602.901/0001-99;0.00;0.00
39.602.901/0001-99;0.00;0.00
39.602.901/0001-99;0.00;0.00
39.602.901/0001-99;0.00;0.00
39.602.901/0001-99;0.00;0.00
39.602.950/0001-21;0.00;0.00
39.602.950/0001-21;0.00;0.00
39.602.950/0001-21;0.00;0.00
39.602.950/0001-21;0.00;0.00
39.602.950/0001-21;0.00;0.00
39.602.975/0001-25;0.00;0.00
39.602.975/0001-25;0.00;0.00
39.602.975/0001-25;0.00;0.00
39.602.975/0001-25;100762.56;0.00
39.602.975/0001-25;0.00;5000.00
39.603.028/0001-59;0.00;0.00
39.603.028/0001-59;0.00;0.00
39.603.028/0001-59;0.00;0.00
39.603.028/0001-59;100258.75;0.00
39.603.028/0001-59;0.00;5025.00
39.603.050/0001-07;11496.64;0.00
39.603.050/0001-07;40600.00;7955.75
39.603.050/0001-07;720000.00;0.00
39.603.050/0001-07;337768.16;0.00
39.603.050/0001-07;8000.00;21709.28
39.611.636/0001-05;0.00;0.00
39.611.636/0001-05;0.00;0.00
39.611.636/0001-05;0.00;0.00
39.611.636/0001-05;0.00;0.00
39.611.636/0001-05;0.00;0.00
39.618.013/0001-64;0.00;0.00
39.618.013/0001-64;33629261.68;0.00
39.618.013/0001-64;17236405.49;0.00
39.618.013/0001-64;0.00;0.00
39.618.013/0001-64;54365589.38;0.00
39.618.868/0001-95;0.00;0.00
39.618.868/0001-95;0.00;0.00
39.618.868/0001-95;0.00;0.00
39.618.868/0001-95;0.00;0.00
39.618.868/0001-95;0.00;0.00
39.618.868/0001-95;0.00;0.00
39.619.076/0001-35;0.00;0.00
39.619.076/0001-35;0.00;0.00
39.619.076/0001-35;0.00;0.00
39.619.076/0001-35;0.00;100000.00
39.619.076/0001-35;0.00;0.00
39.619.076/0001-35;0.00;0.00
39.642.728/0001-52;0.00;121581.94
39.642.728/0001-52;100000.00;143628.24
39.642.728/0001-52;182000.00;198602.16
39.642.728/0001-52;37000.00;50787.23
39.642.728/0001-52;79082.00;62287.75
39.642.728/0001-52;83849.48;55101.58
39.642.782/0001-06;0.00;0.00
39.642.782/0001-06;0.00;0.00
39.642.782/0001-06;0.00;0.00
39.642.782/0001-06;0.00;0.00
39.642.782/0001-06;0.00;0.00
39.642.782/0001-06;0.00;0.00
39.642.817/0001-07;0.00;0.00
39.642.817/0001-07;0.00;0.00
39.642.817/0001-07;0.00;0.00
39.642.817/0001-07;0.00;105000.00
39.642.817/0001-07;0.00;0.00
39.642.817/0001-07;0.00;0.00
39.642.895/0001-01;1.00;0.00
39.642.895/0001-01;268.17;0.00
39.642.895/0001-01;0.00;103069.55
39.642.895/0001-01;510.36;0.00
39.642.895/0001-01;0.00;0.00
39.642.895/0001-01;444069.19;0.00
39.663.871/0001-20;0.00;0.00
39.663.871/0001-20;0.00;0.00
39.663.871/0001-20;0.00;0.00
39.663.871/0001-20;0.00;0.00
39.663.871/0001-20;0.00;0.00
39.665.916/0001-04;0.00;0.00
39.665.916/0001-04;0.00;0.00
39.665.916/0001-04;0.00;0.00
39.665.916/0001-04;0.00;0.00
39.665.916/0001-04;0.00;0.00
39.668.623/0001-72;0.00;0.00
39.668.623/0001-72;0.00;0.00
39.668.623/0001-72;0.00;0.00
39.668.623/0001-72;0.00;0.00
39.668.623/0001-72;0.00;0.00
39.668.711/0001-74;0.00;0.00
39.668.711/0001-74;0.00;0.00
39.668.711/0001-74;0.00;0.00
39.668.711/0001-74;0.00;0.00
39.668.711/0001-74;0.00;0.00
39.668.765/0001-30;0.00;0.00
39.668.765/0001-30;0.00;0.00
39.668.765/0001-30;0.00;0.00
39.668.765/0001-30;0.00;0.00
39.668.765/0001-30;0.00;0.00
39.668.814/0001-34;0.00;0.00
39.668.814/0001-34;0.00;0.00
39.668.814/0001-34;0.00;0.00
39.668.814/0001-34;0.00;0.00
39.668.814/0001-34;0.00;0.00
39.669.100/0001-40;0.00;0.00
39.669.100/0001-40;0.00;0.00
39.669.100/0001-40;0.00;0.00
39.669.100/0001-40;0.00;38535.97
39.669.100/0001-40;0.00;0.00
39.669.175/0001-21;0.00;0.00
39.669.175/0001-21;0.00;0.00
39.669.175/0001-21;0.00;0.00
39.669.175/0001-21;0.00;0.00
39.669.175/0001-21;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.345/0001-78;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.669.393/0001-66;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.670.040/0001-86;0.00;0.00
39.682.049/0001-07;0.00;0.00
39.682.049/0001-07;0.00;0.00
39.682.049/0001-07;0.00;0.00
39.682.049/0001-07;0.00;0.00
39.682.049/0001-07;0.00;0.00
39.682.282/0001-90;0.00;0.00
39.682.282/0001-90;0.00;0.00
39.682.282/0001-90;0.00;0.00
39.682.282/0001-90;0.00;0.00
39.682.282/0001-90;0.00;0.00
39.682.337/0001-61;0.00;0.00
39.682.337/0001-61;518345.76;0.00
39.682.337/0001-61;0.00;0.00
39.682.337/0001-61;0.00;0.00
39.682.337/0001-61;144324.63;0.00
39.687.466/0001-42;0.00;0.00
39.687.466/0001-42;0.00;0.00
39.687.466/0001-42;0.00;0.00
39.687.466/0001-42;0.00;0.00
39.687.466/0001-42;0.00;0.00
39.687.505/0001-01;0.00;0.00
39.687.505/0001-01;0.00;0.00
39.687.505/0001-01;0.00;0.00
39.687.505/0001-01;0.00;0.00
39.687.505/0001-01;0.00;0.00
39.687.526/0001-27;0.00;0.00
39.687.526/0001-27;0.00;0.00
39.687.526/0001-27;0.00;0.00
39.687.526/0001-27;0.00;0.00
39.687.526/0001-27;750000.00;0.00
39.687.555/0001-99;0.00;0.00
39.687.555/0001-99;666520.00;0.00
39.687.555/0001-99;0.00;0.00
39.687.555/0001-99;0.00;0.00
39.687.555/0001-99;0.00;0.00
39.687.570/0001-37;0.00;0.00
39.687.570/0001-37;701600.00;0.00
39.687.570/0001-37;75.00;0.00
39.687.570/0001-37;300.00;0.00
39.687.570/0001-37;1500.00;0.00
39.687.606/0001-82;0.00;0.00
39.687.606/0001-82;0.00;0.00
39.687.606/0001-82;0.00;0.00
39.687.606/0001-82;0.00;1111.20
39.687.606/0001-82;1000.00;0.00
39.687.666/0001-03;0.00;0.00
39.687.666/0001-03;0.00;0.00
39.687.666/0001-03;0.00;0.00
39.687.666/0001-03;0.00;0.00
39.687.666/0001-03;0.00;0.00
39.687.877/0001-38;0.00;11767.11
39.687.877/0001-38;0.00;0.00
39.687.877/0001-38;0.00;0.00
39.687.877/0001-38;101000.00;0.00
39.687.877/0001-38;500.00;0.00
39.687.889/0001-62;0.00;0.00
39.687.889/0001-62;59263.60;400000.00
39.687.889/0001-62;49539.70;80000.00
39.687.889/0001-62;67475.93;80000.00
39.687.889/0001-62;4000.00;50000.00
39.687.904/0001-72;0.00;0.00
39.687.904/0001-72;51000.00;343309.12
39.687.904/0001-72;32048.45;69541.21
39.687.904/0001-72;62500.00;57891.77
39.687.904/0001-72;4000.00;23817.65
39.687.947/0001-58;0.00;0.00
39.687.947/0001-58;0.00;0.00
39.687.947/0001-58;0.00;0.00
39.687.947/0001-58;0.00;0.00
39.687.947/0001-58;0.00;0.00
39.703.084/0001-65;0.00;0.00
39.703.084/0001-65;0.00;0.00
39.703.084/0001-65;0.00;0.00
39.703.084/0001-65;0.00;0.00
39.703.084/0001-65;0.00;0.00
39.703.177/0001-90;0.00;0.00
39.703.177/0001-90;0.00;0.00
39.703.177/0001-90;0.00;0.00
39.703.177/0001-90;0.00;0.00
39.703.177/0001-90;0.00;0.00
39.703.185/0001-36;0.00;0.00
39.703.185/0001-36;0.00;0.00
39.703.185/0001-36;0.00;0.00
39.703.185/0001-36;500.00;0.00
39.703.185/0001-36;0.00;0.00
39.703.198/0001-05;0.00;0.00
39.703.198/0001-05;0.00;0.00
39.703.198/0001-05;0.00;0.00
39.703.198/0001-05;0.00;0.00
39.703.198/0001-05;0.00;0.00
39.703.207/0001-68;0.00;0.00
39.703.207/0001-68;0.00;0.00
39.703.207/0001-68;0.00;0.00
39.703.207/0001-68;0.00;0.00
39.703.207/0001-68;0.00;0.00
39.703.214/0001-60;0.00;0.00
39.703.214/0001-60;0.00;0.00
39.703.214/0001-60;300000.00;0.00
39.703.214/0001-60;0.00;0.00
39.703.214/0001-60;0.00;0.00
39.722.233/0001-33;0.00;0.00
39.722.233/0001-33;0.00;0.00
39.722.233/0001-33;0.00;0.00
39.722.233/0001-33;0.00;0.00
39.722.233/0001-33;0.00;0.00
39.722.253/0001-04;0.00;0.00
39.722.253/0001-04;0.00;0.00
39.722.253/0001-04;0.00;0.00
39.722.253/0001-04;0.00;0.00
39.722.253/0001-04;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.038/0001-28;0.00;0.00
39.723.065/0001-09;0.00;16648.54
39.723.065/0001-09;0.00;0.00
39.723.065/0001-09;0.00;132399.24
39.723.065/0001-09;0.00;110461.70
39.723.065/0001-09;0.00;0.00
39.723.065/0001-09;0.00;126843.97
39.723.078/0001-70;15000.00;0.00
39.723.078/0001-70;8932.26;0.00
39.723.078/0001-70;38618.36;20237.26
39.723.078/0001-70;148696.29;0.00
39.723.078/0001-70;80183.53;0.00
39.723.086/0001-16;0.00;0.00
39.723.086/0001-16;0.00;0.00
39.723.086/0001-16;0.00;0.00
39.723.086/0001-16;0.00;0.00
39.723.086/0001-16;0.00;2000000.00
39.723.086/0001-16;0.00;0.00
39.723.106/0001-59;0.00;2218.00
39.723.106/0001-59;0.00;0.00
39.723.106/0001-59;0.00;0.00
39.723.106/0001-59;0.00;0.00
39.723.106/0001-59;31100.00;0.00
39.723.106/0001-59;8991.00;0.00
39.723.115/0001-40;0.00;0.00
39.723.115/0001-40;0.00;0.00
